P24;P44;P42;P33;P23;P25;P21;P31;P53;P32;P22;P52;P51;P43;datetime
90.0;62.0;0.0;42.0;8.0;138.0;93.0;13.0;0.0;19.0;9.0;0.0;4.0;51.0;02.12.2023 00:00
