date,weather_code,temperature_2m_max,temperature_2m_min,rain_sum,snowfall_sum
2023-02-02,71.0,3.7510002,1.301,1.2,0.07
2023-02-03,73.0,6.351,1.8510001,1.9999999,0.63
2023-02-04,53.0,4.2009997,1.401,5.399999,0.0
2023-02-05,75.0,3.301,-2.299,0.3,4.7599998
2023-02-06,71.0,1.2509999,-3.399,0.0,0.28
2023-02-07,0.0,2.001,-5.099,0.0,0.0
2023-02-08,1.0,0.701,-5.7990003,0.0,0.0
2023-02-09,0.0,3.301,-6.5490003,0.0,0.0
2023-02-10,1.0,3.601,-3.2489998,0.0,0.0
2023-02-11,2.0,5.501,-2.049,0.0,0.0
2023-02-12,0.0,7.901,-1.549,0.0,0.0
2023-02-13,1.0,6.751,-1.1989999,0.0,0.0
2023-02-14,0.0,9.101,0.10100001,0.0,0.0
2023-02-15,1.0,10.451,-1.299,0.0,0.0
2023-02-16,3.0,10.701,0.051,0.0,0.0
2023-02-17,3.0,12.000999,5.4509997,0.0,0.0
2023-02-18,51.0,13.601,3.901,0.1,0.0
2023-02-19,51.0,8.601,4.601,1.6000001,0.0
2023-02-20,2.0,12.651,2.251,0.0,0.0
2023-02-21,1.0,11.951,2.451,0.0,0.0
2023-02-22,51.0,10.451,2.401,0.8,0.0
2023-02-23,51.0,10.701,3.601,1.3000002,0.0
2023-02-24,63.0,11.201,2.201,7.0,0.0
2023-02-25,75.0,5.601,-1.8989999,6.399999,5.9500003
2023-02-26,73.0,-0.69899994,-4.599,0.0,2.8000004
2023-02-27,71.0,0.051,-3.549,0.0,0.7
2023-02-28,3.0,1.901,-4.6990004,0.0,0.0
2023-03-01,3.0,2.851,-4.649,0.0,0.0
2023-03-02,3.0,3.151,-3.7489998,0.0,0.0
2023-03-03,3.0,5.4509997,-2.649,0.0,0.0
2023-03-04,51.0,6.001,-0.649,0.4,0.0
2023-03-05,3.0,4.351,-1.299,0.0,0.0
2023-03-06,3.0,3.601,-2.199,0.0,0.0
2023-03-07,71.0,6.601,-0.499,0.1,0.07
2023-03-08,71.0,9.901,0.95100003,6.2000003,0.07
2023-03-09,61.0,11.901,5.4509997,7.799999,0.0
2023-03-10,73.0,9.750999,2.001,11.000001,0.56
2023-03-11,75.0,3.051,-0.599,0.8000001,4.7600007
2023-03-12,73.0,7.901,1.7509999,4.2,1.33
2023-03-13,3.0,17.701,4.501,0.0,0.0
2023-03-14,73.0,10.701,2.351,17.8,1.33
2023-03-15,73.0,6.3009996,-1.2490001,0.5,1.19
2023-03-16,2.0,10.000999,-2.599,0.0,0.0
2023-03-17,1.0,13.750999,2.251,0.0,0.0
2023-03-18,3.0,14.901,5.9509997,0.0,0.0
2023-03-19,61.0,13.601,6.2009997,5.8,0.0
2023-03-20,51.0,10.801,4.301,0.70000005,0.0
2023-03-21,3.0,13.451,3.351,0.0,0.0
2023-03-22,3.0,16.001,5.8009996,0.0,0.0
2023-03-23,53.0,16.351,8.651,1.1,0.0
2023-03-24,63.0,13.651,7.251,14.500001,0.0
2023-03-25,73.0,9.801,4.601,4.7999997,0.42000002
2023-03-26,73.0,8.951,2.301,9.600002,1.05
2023-03-27,75.0,3.5010002,-0.34899998,4.4999995,6.23
2023-03-28,73.0,6.251,-0.749,0.0,1.8200002
2023-03-29,73.0,13.351,4.051,2.5,0.56
2023-03-30,63.0,12.301,7.651,8.5,0.0
2023-03-31,63.0,13.851,5.901,11.9,0.0
2023-04-01,71.0,9.601,4.5509996,4.5,0.28
2023-04-02,73.0,9.951,2.101,7.3,0.84000003
2023-04-03,73.0,4.051,-0.499,1.6000001,1.12
2023-04-04,3.0,4.7009997,-2.9989998,0.0,0.0
2023-04-05,3.0,5.651,-2.699,0.0,0.0
2023-04-06,51.0,9.851,-1.9489999,0.1,0.0
2023-04-07,61.0,8.851,3.651,4.7,0.0
2023-04-08,53.0,7.401,3.601,6.0,0.0
2023-04-09,1.0,10.151,-0.14899999,0.0,0.0
2023-04-10,3.0,13.701,0.701,0.0,0.0
2023-04-11,63.0,9.951,5.351,10.7,0.0
2023-04-12,63.0,13.951,5.2009997,15.2,0.0
2023-04-13,75.0,7.0509996,2.401,5.7,2.59
2023-04-14,73.0,9.351,1.701,2.2000003,2.31
2023-04-15,61.0,9.250999,1.6010001,5.7000003,0.0
2023-04-16,61.0,6.251,3.051,23.300001,0.0
2023-04-17,61.0,10.201,4.4509997,7.599999,0.0
2023-04-18,51.0,13.301,4.101,0.1,0.0
2023-04-19,61.0,10.651,3.301,8.299999,0.0
2023-04-20,73.0,5.4509997,2.151,21.100004,1.26
2023-04-21,71.0,15.401,1.951,10.6,0.07
2023-04-22,51.0,18.001,6.2009997,0.3,0.0
2023-04-23,63.0,15.750999,8.401,19.599998,0.0
2023-04-24,61.0,10.401,4.901,6.2999997,0.0
2023-04-25,75.0,7.751,2.601,11.6,2.38
2023-04-26,71.0,10.601,2.151,1.6000001,0.07
2023-04-27,51.0,13.901,6.101,0.70000005,0.0
2023-04-28,63.0,15.651,9.401,53.300003,0.0
2023-04-29,63.0,16.951,8.851,11.5,0.0
2023-04-30,63.0,15.701,8.701,6.7999997,0.0
2023-05-01,63.0,11.551,8.051,13.1,0.0
2023-05-02,61.0,13.051,6.101,4.1999993,0.0
2023-05-03,3.0,15.701,5.3009996,0.0,0.0
2023-05-04,1.0,19.201,6.351,0.0,0.0
2023-05-05,63.0,19.951,10.301,16.0,0.0
2023-05-06,53.0,19.151,9.701,2.1000001,0.0
2023-05-07,63.0,19.451,10.551,10.199999,0.0
2023-05-08,63.0,15.151,9.651,7.6,0.0
2023-05-09,63.0,18.301,8.901,13.300001,0.0
2023-05-10,63.0,12.051,8.051,10.099998,0.0
2023-05-11,61.0,10.500999,7.3009996,12.100002,0.0
2023-05-12,51.0,14.000999,7.7009997,1.5000001,0.0
2023-05-13,61.0,12.151,7.3009996,4.3999996,0.0
2023-05-14,63.0,12.000999,6.651,14.900002,0.0
2023-05-15,63.0,14.851,7.401,18.800001,0.0
2023-05-16,63.0,11.051,6.601,35.5,0.0
2023-05-17,61.0,10.051,5.851,5.299999,0.0
2023-05-18,3.0,12.951,5.0509996,0.0,0.0
2023-05-19,51.0,13.401,6.151,0.4,0.0
2023-05-20,51.0,17.151,6.651,0.1,0.0
2023-05-21,2.0,20.651,9.250999,0.0,0.0
2023-05-22,51.0,22.701,11.351,0.3,0.0
2023-05-23,63.0,18.951,12.601,15.499999,0.0
2023-05-24,61.0,12.801,9.451,11.0,0.0
2023-05-25,55.0,18.551,7.501,1.3000001,0.0
2023-05-26,51.0,20.651,10.601,0.6,0.0
2023-05-27,51.0,20.751,10.301,0.3,0.0
2023-05-28,0.0,20.551,9.301,0.0,0.0
2023-05-29,51.0,21.601,9.801,0.2,0.0
2023-05-30,51.0,20.251,10.351,0.4,0.0
2023-05-31,51.0,22.201,10.301,0.3,0.0
2023-06-01,51.0,21.401,12.101,0.3,0.0
2023-06-02,1.0,22.851,12.451,0.0,0.0
2023-06-03,0.0,22.151,11.951,0.0,0.0
2023-06-04,51.0,22.251,12.351,0.2,0.0
2023-06-05,51.0,20.451,11.901,0.8,0.0
2023-06-06,51.0,21.401,11.250999,0.1,0.0
2023-06-07,0.0,22.551,11.651,0.0,0.0
2023-06-08,55.0,23.051,13.451,2.0,0.0
2023-06-09,1.0,24.501,12.500999,0.0,0.0
2023-06-10,51.0,23.901,12.951,0.70000005,0.0
2023-06-11,51.0,23.701,14.051,0.3,0.0
2023-06-12,51.0,23.901,13.651,0.1,0.0
2023-06-13,0.0,23.001,12.351,0.0,0.0
2023-06-14,2.0,24.951,10.801,0.0,0.0
2023-06-15,1.0,23.501,13.051,0.0,0.0
2023-06-16,51.0,22.751,11.051,0.3,0.0
2023-06-17,1.0,24.451,12.500999,0.0,0.0
2023-06-18,2.0,27.501,13.901,0.0,0.0
2023-06-19,63.0,26.201,16.501,16.800001,0.0
2023-06-20,63.0,29.501,17.301,4.2,0.0
2023-06-21,51.0,26.801,17.701,0.3,0.0
2023-06-22,63.0,29.801,17.051,12.200001,0.0
2023-06-23,63.0,21.601,15.101,8.500001,0.0
2023-06-24,1.0,23.001,13.750999,0.0,0.0
2023-06-25,0.0,25.851,13.851,0.0,0.0
2023-06-26,53.0,28.251,15.750999,1.2,0.0
2023-06-27,51.0,22.851,14.701,1.5,0.0
2023-06-28,3.0,21.401,14.351,0.0,0.0
2023-06-29,51.0,26.451,13.451,0.5,0.0
2023-06-30,63.0,21.551,14.951,20.1,0.0
2023-07-01,61.0,22.201,14.101,5.7,0.0
2023-07-02,53.0,20.701,15.051,2.5999994,0.0
2023-07-03,51.0,21.251,14.701,0.1,0.0
2023-07-04,63.0,21.451,13.750999,11.100002,0.0
2023-07-05,63.0,20.101,13.000999,5.0999994,0.0
2023-07-06,53.0,21.601,12.101,1.8,0.0
2023-07-07,1.0,26.151,11.750999,0.0,0.0
2023-07-08,1.0,26.201,15.201,0.0,0.0
2023-07-09,1.0,29.751,17.501,0.0,0.0
2023-07-10,51.0,28.451,20.051,0.3,0.0
2023-07-11,61.0,31.801,17.551,3.5,0.0
2023-07-12,63.0,24.401,17.501,18.2,0.0
2023-07-13,61.0,21.601,14.500999,7.3,0.0
2023-07-14,1.0,24.951,14.000999,0.0,0.0
2023-07-15,63.0,32.301003,17.901,5.5,0.0
2023-07-16,53.0,21.251,16.551,2.1000001,0.0
2023-07-17,61.0,24.001,17.501,5.5999994,0.0
2023-07-18,63.0,24.751,16.051,15.0,0.0
2023-07-19,65.0,25.451,15.750999,29.400003,0.0
2023-07-20,53.0,22.301,15.151,3.1000001,0.0
2023-07-21,65.0,20.901,13.901,20.0,0.0
2023-07-22,61.0,21.351,12.051,2.0,0.0
2023-07-23,1.0,25.401,13.750999,0.0,0.0
2023-07-24,63.0,20.451,15.151,6.2,0.0
2023-07-25,61.0,19.251,11.701,7.299999,0.0
2023-07-26,63.0,15.101,10.000999,22.300003,0.0
2023-07-27,51.0,21.301,9.651,0.1,0.0
2023-07-28,55.0,24.051,15.401,3.5000002,0.0
2023-07-29,63.0,24.001,15.301,22.900003,0.0
2023-07-30,63.0,21.201,14.401,8.099999,0.0
2023-07-31,3.0,22.151,12.901,0.0,0.0
2023-08-01,63.0,19.951,13.601,10.900001,0.0
2023-08-02,61.0,26.251,12.401,5.3999996,0.0
2023-08-03,53.0,20.551,13.551,1.7,0.0
2023-08-04,63.0,18.651,12.451,10.0,0.0
2023-08-05,63.0,17.851,12.551,16.5,0.0
2023-08-06,63.0,14.551,9.901,12.2,0.0
2023-08-07,61.0,14.801,9.101,4.9999995,0.0
2023-08-08,3.0,19.501,8.551,0.0,0.0
2023-08-09,51.0,20.651,13.250999,1.4000001,0.0
2023-08-10,51.0,21.851,12.951,0.4,0.0
2023-08-11,1.0,25.901,15.051,0.0,0.0
2023-08-12,61.0,26.401,17.701,1.9,0.0
2023-08-13,51.0,26.401,17.301,0.1,0.0
2023-08-14,3.0,27.901,18.051,0.0,0.0
2023-08-15,53.0,26.451,18.701,1.6,0.0
2023-08-16,1.0,27.301,17.101,0.0,0.0
2023-08-17,53.0,24.951,16.951,1.7,0.0
2023-08-18,1.0,27.151,14.750999,0.0,0.0
2023-08-19,1.0,29.151,16.851,0.0,0.0
2023-08-20,0.0,29.501,18.701,0.0,0.0
2023-08-21,0.0,29.451,19.551,0.0,0.0
2023-08-22,1.0,28.751,20.401,0.0,0.0
2023-08-23,51.0,27.701,19.001,1.1000001,0.0
2023-08-24,51.0,30.301,18.201,0.4,0.0
2023-08-25,63.0,30.001,18.851,9.9,0.0
2023-08-26,65.0,21.251,14.901,27.900002,0.0
2023-08-27,63.0,16.251,13.351,40.500008,0.0
2023-08-28,63.0,12.801,10.551,67.6,0.0
2023-08-29,61.0,11.701,9.851,26.900002,0.0
2023-08-30,51.0,16.651,9.201,0.4,0.0
2023-08-31,61.0,16.751,10.500999,4.2999997,0.0
2023-09-01,53.0,22.351,13.051,0.8000001,0.0
2023-09-02,1.0,23.051,13.901,0.0,0.0
2023-09-03,1.0,22.651,14.101,0.0,0.0
2023-09-04,1.0,24.851,14.101,0.0,0.0
2023-09-05,1.0,23.151,14.101,0.0,0.0
2023-09-06,1.0,23.101,13.201,0.0,0.0
2023-09-07,0.0,24.401,14.451,0.0,0.0
2023-09-08,1.0,25.101,15.801,0.0,0.0
2023-09-09,0.0,25.701,16.951,0.0,0.0
2023-09-10,51.0,25.851,17.201,0.2,0.0
2023-09-11,1.0,25.901,16.651,0.0,0.0
2023-09-12,2.0,25.601,16.651,0.0,0.0
2023-09-13,61.0,19.851,14.701,6.7000003,0.0
2023-09-14,51.0,19.501,13.151,3.8999994,0.0
2023-09-15,51.0,20.201,12.500999,0.2,0.0
2023-09-16,3.0,23.451,13.101,0.0,0.0
2023-09-17,2.0,24.851,14.601,0.0,0.0
2023-09-18,63.0,20.401,14.250999,9.300001,0.0
2023-09-19,51.0,19.601,12.701,0.4,0.0
2023-09-20,2.0,20.801,11.301,0.0,0.0
2023-09-21,63.0,21.501,14.000999,5.6000004,0.0
2023-09-22,63.0,13.851,10.551,31.1,0.0
2023-09-23,53.0,13.351,8.851,2.5999997,0.0
2023-09-24,2.0,16.251,8.051,0.0,0.0
2023-09-25,0.0,17.101,7.151,0.0,0.0
2023-09-26,0.0,18.601,8.500999,0.0,0.0
2023-09-27,1.0,19.601,10.051,0.0,0.0
2023-09-28,3.0,21.551,11.601,0.0,0.0
2023-09-29,51.0,23.151,12.851,0.1,0.0
2023-09-30,51.0,18.151,11.551,0.5,0.0
2023-10-01,1.0,20.101,10.201,0.0,0.0
2023-10-02,1.0,21.601,12.000999,0.0,0.0
2023-10-03,61.0,24.451,13.451,4.9,0.0
2023-10-04,3.0,15.901,8.801,0.0,0.0
2023-10-05,3.0,16.501,8.750999,0.0,0.0
2023-10-06,1.0,17.401,8.801,0.0,0.0
2023-10-07,3.0,19.901,8.551,0.0,0.0
2023-10-08,1.0,22.601,12.500999,0.0,0.0
2023-10-09,3.0,24.151,13.101,0.0,0.0
2023-10-10,2.0,21.451,13.101,0.0,0.0
2023-10-11,0.0,22.151,12.601,0.0,0.0
2023-10-12,2.0,23.501,15.250999,0.0,0.0
2023-10-13,1.0,23.401,13.000999,0.0,0.0
2023-10-14,63.0,18.651,9.201,16.900002,0.0
2023-10-15,61.0,9.801,4.751,6.799999,0.0
2023-10-16,2.0,10.451,3.851,0.0,0.0
2023-10-17,1.0,11.601,2.7510002,0.0,0.0
2023-10-18,63.0,14.701,6.0509996,5.7999997,0.0
2023-10-19,63.0,15.601,8.451,5.2,0.0
2023-10-20,63.0,16.151001,8.651,24.900002,0.0
2023-10-21,63.0,13.651,8.301,7.1999993,0.0
2023-10-22,51.0,14.201,6.401,0.2,0.0
2023-10-23,3.0,16.301,4.9509997,0.0,0.0
2023-10-24,61.0,12.151,8.401,13.500002,0.0
2023-10-25,63.0,17.051,6.851,6.9999995,0.0
2023-10-26,61.0,15.301,9.051,13.6,0.0
2023-10-27,63.0,12.401,7.251,12.500002,0.0
2023-10-28,51.0,13.951,4.851,0.70000005,0.0
2023-10-29,3.0,18.001,8.601,0.0,0.0
2023-10-30,63.0,16.901,7.4509997,18.8,0.0
2023-10-31,61.0,10.451,5.7009997,6.2,0.0
2023-11-01,51.0,13.401,3.951,0.2,0.0
2023-11-02,63.0,10.151,4.851,16.300001,0.0
2023-11-03,53.0,6.151,0.50100005,3.3,0.0
2023-11-04,61.0,9.601,-0.79899997,6.9,0.0
2023-11-05,61.0,11.301,4.9509997,2.1999998,0.0
2023-11-06,63.0,11.201,2.801,6.7000003,0.0
2023-11-07,55.0,9.551,2.351,3.0,0.0
2023-11-08,1.0,10.201,0.301,0.0,0.0
2023-11-09,51.0,9.951,0.351,0.6,0.0
